ID_Ponto,Nome,Status,Data,Hora
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Available,2026-03-27,19:49:41
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Available,2026-03-27,19:49:41
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Charging,2026-03-27,19:49:41
6890bcc16899c6001f414dc8,Posto Quality,Charging,2026-03-27,19:49:41
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Charging,2026-03-27,19:49:41
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Charging,2026-03-27,20:22:38
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Available,2026-03-27,20:22:38
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Charging,2026-03-27,20:22:38
6890bcc16899c6001f414dc8,Posto Quality,Charging,2026-03-27,20:22:38
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Charging,2026-03-27,20:22:38
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Charging,2026-03-27,20:52:39
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Available,2026-03-27,20:52:39
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Charging,2026-03-27,20:52:39
6890bcc16899c6001f414dc8,Posto Quality,Charging,2026-03-27,20:52:39
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Available,2026-03-27,20:52:39
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Charging,2026-03-27,23:00:22
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Charging,2026-03-27,23:00:22
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Available,2026-03-27,23:00:22
6890bcc16899c6001f414dc8,Posto Quality,Available,2026-03-27,23:00:22
